jobTitle,postedDate,jobDescription,jobUrl
Cloud Service Delivery Engineer - GSRC,21 hours ago,"<ul><li>Be responsible for the solution review of the software cloud project, identify risks, ensure successful delivery of key projects, identify project risks, and promote negative improvement.</li><li>Be responsible for the operation of software cloud delivery tools, collect requirements, track issues, build a future-oriented delivery tool system, and improve project delivery efficiency.</li><li>Be responsible for O&amp;M assurance of SaaS service, take the lead in technical planning and implementation of SaaS service monitoring, troubleshooting, and reliable emergency response, monitor the running status of various public cloud services (network, database, middleware, and storage), and identify risks. Analyze root causes, propose corresponding technical solutions, and implement the solutions.</li><li>Be responsible for software cloud service operation, formulate business development plans and operation strategies, take responsibility for routine operation, and take responsibility for business development and operation objectives.</li></ul><strong>Requirements:</strong><ul><li>Willing to learn new solutions such as telecom cloud and 5G. Experience in Huawei CRM, BES, CBS, and VAS service O&amp;M is preferred.</li><li>Experience in delivering, maintaining, and developing IT and cloud platforms is preferred.</li><li>Be familiar with the principles and basic practices of computing, storage, network, database, security, and EI products. Have experience in project delivery is preferred.</li><li>Experiences in frontline delivery, project management, TMO work, and tool operation are preferred.</li><li>Have strong customer understanding and requirement analysis capabilities.</li><li>Good communication skills, good at interdepartmental collaboration or business negotiation and cooperation with multiple channels.</li><li>Good communication and coordination and team cooperation skills, sensitive to issues and strong driving force;<br />Strong learning ability and strong interest in new technologies.</li></ul>",https://www.jobstreet.com.my/en/job/cloud-service-delivery-engineer-gsrc-5266344
Site Reliability Engineer (Ubuntu / AWS Cloud) - J40071,17 hours ago,"<p><strong>We are looking for talented and passionate SRE to deliver insights from our massive data, empowering our services high availability and stellar performance. </strong></p><ul><li><strong>Working Hours: Mon-Fri</strong></li><li><strong>Working Location: Central</strong></li><li><strong>Remuneration Package: Up to $9000 (basic) + bonus (2-3months)</strong></li></ul><p><strong>Job Responsibilities</strong></p><ul><li>Troubleshoot production issues across services and levels of the stack</li><li>Make monitoring and alerting alert on symptoms and not on outages </li><li>Completing Root Cause Analysis (RCA) investigations</li><li>Contributions to handbook, runbooks, general documentation</li><li>Provide critical day-to-day support for a massive scale, distributed system including on call duties/rotations. </li><li>Gather and analyze metrics from both operating systems and applications to assist in performance tuning and fault finding</li><li>Performance tuning across levels of stack, infrastructure, kubernetes, databases and code.</li></ul><p><strong>Job Requirements</strong></p><ul><li>Excellent experience with system administration (Ubuntu/Debian), container orchestration tools such as Kubernetes.</li><li>Hands on experience in customizing dashboards in Grafana/prometheus/CloudWatch.</li><li>Experience in computing platforms especially AWS ( eg AWS EC2, EKS, ELB , EBS , EFS , etc )</li><li>Experience with application performance monitoring tools ( NewRelic, DataDog, AWS X-ray ) </li><li>Completed at least 1 Software Development Lifecycle is highly desirable </li></ul><p>If you are excited with this opportunity and enjoy making things happen, do apply now!</p><p>OR</p><p>Email your updated resume to: speytu(at)scientecpersonnel.com by quoting ""J40071"" in your email subject for faster processing. </p><p>By submitting any application or resume to us, you will be deemed to have agreed &amp; consented to us collecting, using, retaining &amp; disclosing your personal information to prospective employers for their consideration. Please refer to ScienTec’s Privacy Policy https://www.scientecconsulting.com/privacy-policy for full details. If you wish to withdraw your consent, please write to us at dpo(at)scientecconsulting.com.</p><p>(Note: Any resumes of job applications sent to this mailbox will not be attended as it is solely for the purpose of personal data protection related matters.)</p><p>Elane Yap Theng Yu- R1989397</p><p>ScienTec Consulting Pte Ltd - 11C5781</p>",https://www.jobstreet.com.my/en/job/site-reliability-engineer-ubuntu-aws-cloud-j40071-10405949/origin/sg
Engineer,12-Jan-23,"<ul><li>Plan, implement and optimize the monitoring of infrastructures, services and applications</li><li>Assist seniors to Cloud Azure Monitor, AWS Cloud Watch and Dynatrace. (Having experience in managing any of these tools before would be an added advantage)</li><li>Scripting experience in PowerShell, Python CLI or SQL/KSQL - Experience in implementing automations for organizations is an added advantage</li></ul><p>EXPERIENCE AND SKILLS REQUIRED:</p><p>-Minimum 2 years of experience in IT or related field</p><p>-Good knowledge of hybrid platforms and sevices, system management, automation tools and virtualization technologies, interoperation of all these technologies Detailed – Oriented, analytical and excellent troubleshooting skills.</p>",https://www.jobstreet.com.my/en/job/engineer-5244561
Senior DevOps Engineer,28-Jan-23,"<p><strong>About Ezypay</strong></p><p>Ezypay is a multi award-winning Fintech company established in 1996, specialising in the provision of subscription and recurring direct debit payments.</p><p>With offices in Australia, New Zealand and Malaysia, Ezypay has processed over $3 billion worth of subscription payments in 9 countries across the Asia Pacific region (Australia, New Zealand, Malaysia, Singapore, Philippines, Hong Kong, Taiwan, Thailand and South Korea) and we’re continually expanding.</p><p>Over the last few years, we have put significant effort into our next generation cloud subscription billing platform. This is a core strategic focus and we continue to actively develop and grow this platform.</p><p><strong>About You</strong></p><p>You have significant experience in designing, building, operating and maintaining cloud-based infrastructure (including containerised workloads), with a strong focus on security, availability, and observability.</p><p>You’re a star on the rise who is looking for the opportunity to join a FinTech company in a really exciting period of growth, who is ready to step up and play a significant part in a small but growing DevOps team.</p><p><strong>Main Responsibilities</strong></p><p style=""margin-left:30px"">· You build, enhance and maintain our cloud footprint through IaC (Terraform) and CM (Packer)</p><p style=""margin-left:30px"">· You have a strong focus on high availability, redundancy and observability</p><p style=""margin-left:30px"">· You perform operational procedures as part of site reliability engineering, including ongoing maintenance on runtime systems, both manual and automated, following company standards</p><p style=""margin-left:30px"">· You produce technical specifications and technical documentation as required.</p><p style=""margin-left:30px"">· You assist our engineers with CI/CD and QA Automation platforms and processes</p><p><strong>Our Technical Environment</strong></p><p>Here’s a high-level view of how we work:</p><p style=""margin-left:30px"">· Our next generation payments platform has been developed using Java – specifically leveraging the Spring Boot framework</p><p style=""margin-left:30px"">· Our infrastructure is hosted on AWS; using a mixture of containerization (Fargate) and vanilla EC2 –</p><p style=""margin-left:30px"">· Our systems are secure and highly available – we have implemented passive and active monitoring and incident escalation using a combination of Datadog, Logz.io, CloudWatch Logs and Metrics, Postman, and Pagerduty</p><p style=""margin-left:30px"">· We develop frontend systems using the Vue and Ionic (Angular) frameworks</p><p style=""margin-left:30px"">· We aggregate and analyze logs from all of our systems via the ELK stack</p><p style=""margin-left:30px"">· Our operating system of choice is CentOS and our DevSecOps team is fanatical about security, monitoring, and patch management</p><p style=""margin-left:30px"">· Our infrastructure is immutable and managed using IaC principles via Terraform</p><p style=""margin-left:30px"">· We leverage build automation (specifically CircleCI), and we’re working toward continuous deployment across all environments</p><p style=""margin-left:30px"">· We take advantage of AWS services to meet our various technology requirements:</p><p style=""margin-left:60px"">o PostgreSQL (Aurora) clusters are managed via RDS</p><p style=""margin-left:60px"">o Redis clusters are managed via ElastiCache</p><p style=""margin-left:60px"">o KMS provides managed security services</p><p style=""margin-left:60px"">o AWS Lambda and API Gateway support our serverless infrastructure; DynamoDB is also an important part of our stack</p><p style=""margin-left:30px"">· We utilise highly durable messaging technologies such as SQS, Kinesis, and AWS EventBridge</p><p><strong>Requirements</strong></p><p style=""margin-left:30px"">· Bachelor’s Degree in Computer Science, Software Engineering or relevant Information technology industry experience.</p><p style=""margin-left:30px"">· Solid grasp of computer science fundamentals</p><p style=""margin-left:30px"">· 4+ years industry experience with an in-depth understanding of distributed cloud platforms</p><p style=""margin-left:30px"">· 2+ years experience with containerised platforms on AWS</p><p style=""margin-left:30px"">· Good working experience with Java.</p><p style=""margin-left:30px"">· Good understanding of security best practices in the context of web applications</p><p style=""margin-left:30px"">· Good understanding of internetworking concepts and protocols</p><p style=""margin-left:30px"">· Working knowledge of a modern software development lifecycle management methodology, such as SCRUM</p><p style=""margin-left:30px"">· Working knowledge of SQL</p><p><strong>Benefits</strong></p><p style=""margin-left:30px"">· A great place to work</p><p style=""margin-left:30px"">· Flexible/hybrid working arrangements and work life balance</p><p style=""margin-left:30px"">· A fun team environment</p><p style=""margin-left:30px"">· A dynamic and challenging technical environment</p><p style=""margin-left:30px"">· Gym subsidies</p><p style=""margin-left:30px"">· Casual Dress Code</p><p><strong>How to Apply</strong></p><p>If this sounds like the perfect position for you, don’t wait, apply now and commence immediately.</p><p>To be considered for the position please click 'Apply Now' and upload a current resume and cover letter addressing the selection criteria.</p>",https://www.jobstreet.com.my/en/job/senior-devops-engineer-5245707
Site Reliability Engineer J40060,23 hours ago,"<p><strong>Hiring for passionate Site Reliability Engineer to deliver massive data insights &amp; empowering high availability services in a Software Solutioning Company:</strong></p><ul><li>Salary package up to $9,000 + AWS + VB</li><li>Great working culture (team-oriented &amp; people centric organization)</li><li>5 days work week with work from home arrangement </li><li>Working location at central (5 mins walking distance)</li></ul><p><strong>Responsibilities:</strong></p><ol><li>Provide troubleshooting on production issues across services &amp; levels of the stack</li><li>Monitor &amp; alert on symptoms and not on outages</li><li>Conduct Root Cause Analysis (RCA) investigations and provide critical day-to-day support for a massive scale, distributed system including on call duties / rotations</li><li>Gather &amp; analyze metrics from both operating systems and applications to assist in performance tuning / fault finding</li><li>Perform performance tuning across levels of stack, infrastructure, kubernetes, databases and code</li></ol><p><strong>Requirements:</strong></p><ul><li>min. Degree in Computer Science or any relevant discipline</li><li>min. 2 years working experiences in system administration (Ubuntu / Debian)</li><li>Experience in container orchestration tools (Kubernetes) and customizing dashboards in Grafana / Prometheus / CloudWatch</li><li>Experience in computing platforms especially AWS (EC2, EKS, ELB, EBS, EFS, etc)</li><li>Familiar with application performance monitoring tools such as NewRelic, DataDog, AWS X-ray, etc</li></ul><p>If you are interest in this opportunity, submit your application now to <strong>spvn(at)scientecpersonnel.com</strong> by indicating<strong> Job ID J40060 </strong>to fasten the process.</p><p>Ng Kee Hung (Vickus) - R2091423</p><p>ScienTec Consulting Pte Ltd – 11C5781</p>",https://www.jobstreet.com.my/en/job/site-reliability-engineer-j40060-10402864/origin/sg
DevOps Engineer,21-Jan-23,"<strong>Job Summary:</strong>Seeking highly self-motivated, experienced and dedicated team players who are passionate about building digital infrastructure. In this role, you will be part of DevOps Engineering team to work with various stakeholder to engineer, build, provision and maintain DevOps tools, Develop CICD pipeline, Automated Deployment, Container Orchestration and Infrastructure as Code. <strong>Job Responsibilities:</strong><ul><li>Develop new capabilities for CI CD setup</li><li>Development of scripted procedures and automation of common executed tasks</li><li>Collaborate and work with the various stakeholder to develop DevOps pipeline and workflow</li><li>Provide technical assistance, guidance and mentorship to development team and operation teams how to create software that is easily scalable</li><li>Effectively identify, escalate, mitigate, and resolve risk and compliance matters</li><li>Building and setting up new development tools and infrastructure</li><li>Work with developers and scrum masters to improve pipeline and DevOps processes</li></ul><strong>Job Requirements:</strong><ul><li>Possess at least a Bachelor's Degree in Computer Science/Information Technology or equivalent.</li><li>At least 8 years overall experience and Minimal 5 years hands-on-experience in building Continuous Integration, Continuous Delivery, Continuous Deployment pipelines and managing DevOps tools and workflow</li><li>At least 3 years of working experience in Linux operating system, Windows, Groovy, Python, JavaScript, Java, .Net, ELK, Bitbucket, Jenkins, Confluence, Sonarqube, Nexus and scripting experience to do integrations through API, CLI for extracting data and to perform automated operations</li><li>Very good hands-on experience in DevSecOps/SAST/DAST/IAST tools such as Blackduck hub, Blackduck Binary Analysis, Coverity, Nexus Firewall/IQ, Contrast and Container Security tool</li><li>Prior experience in creating CI CD pipelines for Microservices, Containerised applications in any Container platform</li><li>Very Strong experience in Automated Deployments and Infrastructure as Code using tools like Ansible or Puppet is mandatory. Also, experience in Shell Scripting, Batch Scripting to do automation, command line integration and invoking REST API using postman is mandatory</li><li>Expertise with JIRA workflow creation and modification, customise JIRA projects and all other JIRA components to suit the needs of project teams, Agile coach, Project Managers and PMO team</li><li>Good knowledge in infrastructure concepts such as virtual server technologies, networking, internet protocols, scripting and monitoring tools</li><li>Strong analytical skill and creative in problem solving.</li><li>Excellent command of verbal and written communication.</li><li>A good team player and able to work effectively at all levels of an organization with the ability to influence others to move towards consensus</li><li>Having application development background and automation experience would be a bonus</li><li>Good to have hands-on experience on Legacy systems, but not compulsory</li><li>Familiarity with various software development lifecycle (SDLC, Agile etc…)</li><li>Having experience in creating CI CD pipeline for cloud environment is a bonus</li><li>Certifications in DevOps and Cloud is advantageous </li></ul>",https://www.jobstreet.com.my/en/job/devops-engineer-5237429
Java Software Engineer,2-Feb-23,"<p>iZeno was founded in 2003 to provide enterprises with custom-built technology solutions they need to keep their business running seamlessly. Logicalis Asia, part of the Logicalis Group, a leading international IT solutions and managed services provider, has acquired a majority stake in iZeno, a company specializing in digital transformation, application modernization, DevOps, customer experience and hybrid cloud solutions.</p><p>With a team of 120+ in-house innovators, we have delivered over 500 Enterprise Solutions, implemented, and optimized to enable smarter insights. Our team draws on industry experiences in accomplishing a portfolio of mission-critical applications, integrating Cloud, CRM, Data Analytics, and other leading technologies with our clients’ existing IT frameworks.</p><p>With leading presence in the region, headquartered in Singapore and operation in Malaysia, Indonesia, Thailand and Philippines, no project is too complex for us, and our team is always ready for a new challenge.</p><p><strong>The Role:</strong></p><ul><li>Executing delivery of both client and internal project</li><li>Follow through the entire Software Development Life Cycle</li><li>Interpret systems specifications to develop, maintain and support application implementation.</li><li>Provide technical expertise in identifying, evaluating and implementing systems and procedures to meet user requirements.</li><li>Configure system settings and options and execute acceptance testing.</li><li>Analysis, development and implementation using JAVA and Spring Boot.</li></ul><p><strong>What we are looking for:</strong></p><ul><li>3 years’ experience in a relevant role.</li><li>Ability to interact and communicate effectively and openly with all levels of management, users and vendors.</li><li>Familiar with JAVA and Spring Boot Framework.</li><li>Willing to pick up and learn new software and technologies.</li><li>Strong documentation and solution design skills</li><li>Analytical with good problem-solving skills</li><li>Experience with integration project</li><li>Familiarity with Apache Camel, RedHat (Fuse, AMQ), Containers, and DevOps will be advantageous.</li></ul><p><strong>What we are offering:</strong></p><ul><li>An exciting job with latest technology</li><li>Continuous training &amp; development of soft and hard skills</li><li>A competitive salary commensurate with your profile</li><li>A package of benefits including healthcare insurance</li><li>Hybrid working</li><li>An awesome team of colleagues &amp; regular team building</li><li>The ability to work with the world’s leading companies in technology and</li><li>An environment where we embrace openness, transparency and grab every opportunity to have fun, while always doing what is right for our customers and partners.</li></ul>",https://www.jobstreet.com.my/en/job/java-software-engineer-5255134
Senior DevOps Engineer,20-Jan-23,"<p><strong>How does this career will benefit you?</strong></p><ul><li>Fast paced and growing environment.</li><li>Extremely skilled team that strive for perfection.</li><li>Outstanding career growth &amp; development opportunities.</li><li>Provide continuous learning to you by staying ahead with the latest technologies.</li><li>Competitive salary &amp; work benefit package (eg, subsidy for housing loan, car loan, bonus, dental &amp; optical and many more!)</li></ul><p><strong>Job Descriptions:</strong></p><ul><li>Build, administer, monitor, manage colocation servers and cloud servers.</li><li>Manage CI/CD pipeline.</li><li>Implement automation for testing, deployment and configuration.</li><li>Manage and maintain monitoring stack.</li><li>Penetration testing and vulnerability assessment on all existing systems and new ones.</li><li>Maintain and enhance documentation.</li><li>Act as a source of direction, training and guidance for junior team members.</li></ul><p><strong>Requirements:</strong></p><ul><li>In-depth Linux or Unix knowledge and experience (at least 5 years of experience especially on RedHat, Fedora, Centos, Debian, Ubuntu, or FreeBSD).</li><li>Fundamentals of networking is a must, and experience with network switches, routers and bare metal servers (especially PowerEdge series).</li><li>Must have experience with Git and be comfortable with Github, CodeCommit and Gitlab.</li><li>Strong scripting and coding skill (Bash, Python, Golang).</li><li>At least 4 years of experience with Apache &amp; Nginx.</li><li>Hands-on working experience with Terraform or CloudFormation; Ansible; Docker and Kubernetes, Helm, Kustomize; Tekton, ArgoCD and Jenkins, and/or CodeDeploy/ CodePipeline. </li><li>Comfortable with Python, PHP, Ruby, NodeJs deployment, MySQL, Postgresql, Mongo, Kafka, Redis and Influxdb. </li><li>Familiarity with firewalls, web servers, application servers, databases, routers/switches.</li><li>Must have at least 2 years working experience with AWS and/or Alibaba Cloud.</li><li>Experience with Prometheus, CloudWatch and Zabbix.</li><li>Understanding of RBAC.</li><li>Must have good analytical skills to debug production issue.</li></ul>",https://www.jobstreet.com.my/en/job/senior-devops-engineer-5236008
Senior AWS System Administrator,31-Jan-23,"Job Descriptions:<ul><li>Deploy a solid infra through AWS to provide WEB/Mobile services across the region.</li><li>Responsible for the company's Cloud Computing Services</li><li>Hands-on experience on system infrastructure setup, familiar with AWS Lambda, API Gateway, Multi-AZ for HA deployment, able to achieve zero downtime and scale-up and scale-out and setup automation system healthiness status, log alert and monitoring</li><li>Set up and troubleshoot organization’s servers, conduct server back up, and maintaining the Cloud services.</li><li> Disaster Recovery planning</li></ul>Job Requirement:<ul><li><strong>Advanced knowledge of AWS Cloud Computing services, servers: Linux</strong>.</li><li>A creative thinker with the ability to analyze and break down processes, proven capability to resolve issues effectively.</li><li>Effective communication skills, with good command of English.</li><li>Candidate must possess at least a Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Computer Science/Information Technology, Engineering (Computer/Telecommunication) or equivalent.</li><li>Required skill(s): <strong>AWS, LINUX, UNIX.</strong></li><li>At least 3 year(s) of working experience in the related field is required for this position.</li><li>Applicants must be willing to work in I-City Shah Alam.</li><li>Preferably Senior Executives specializing in IT/Computer - Network/System/Database Admin or equivalent.</li><li>Full-Time position(s) available.</li></ul>",https://www.jobstreet.com.my/en/job/senior-aws-system-administrator-5248585
Software Engineer,27-Jan-23,"<p> <strong>Job Responsibilities:</strong></p><ul><li>Provide innovative solutions to complex business problems</li><li>Plan, develop and implement large-scale projects from conception to completion</li><li>Develop and architect lifecycle of projects working on different technologies and platforms</li><li>Design, develop and implement new integration</li></ul><p><strong>Job Requirements:</strong></p><ul><li><strong>Proficient in Java and preferably in Python as well</strong></li><li>Basic understanding of database i.e MongoDB, MySQL databases is a plus</li><li>Good understanding of Object-oriented programming</li><li>Basic understanding in version control systems e.g. Git</li><li>Basic understanding in Linux operating system</li><li>Basic understanding of cloud services – Azure, AWS, etc</li><li>Basic understanding of Devops</li><li>A degree in Computer Science or equivalent industry experience</li><li>Passionate with building elegant, scalable software that solves practical problems</li><li>Preferably Senior Executives specializing in IT/Computer - Software or equivalent</li><li><strong>Applicants must be willing to work in Mid Valley City, KL</strong></li></ul><p><strong>How this career will benefit you?</strong></p><ul><li>Flex benefit &amp; Allowance</li><li>Medical &amp; Insurance</li><li>Free Parking (reimburse)</li><li>Training for a good career development</li><li>Work 5 days a week</li><li>State Public holidays observed</li><li>Free breakfast and lunch provided</li></ul>",https://www.jobstreet.com.my/en/job/software-engineer-5245189
Development Team Leader,1-Feb-23,"<ul><li>Working within an Agile Development Team, Scrum framework</li><li>Leading and managing a team of Software and Senior Software Engineers through performing appraisals, monitoring performance and identifying any training needs for the team</li><li>Implementing new features across the Ideagen Products</li><li>Working closely with R&amp;D Team, Development Manager, Team Leaders, Principal Developers and Senior Software Engineers to build well architected Cloud hosted and On-Premise solutions</li><li>Working collaboratively with Product Managers, Product Owners, Business Analysts, Design Engineers, Development Engineers (Front End), Test Engineers, and Infrastructure Engineers to ensure features are delivered to a high standard</li><li>Contributing towards the defining and developing of a Sprint backlog to achieve the goals set out by our Product team</li><li>Collaborating with the Product Design Team to create an optimal user experience</li><li>Working across the Software Development Lifecycle ensuring that our products are delivered to a published roadmap within planned release cycles</li><li>Providing unit tests to support and validate for any development work undertaken</li><li>Creating necessary documentation relating to work produced</li><li>Contributing to the Development Team’s working practices and technology decisions</li></ul><p><strong>Knowledge &amp; Experiences:</strong></p><ul><li>Preferably 1 years’ experience leading a software development team</li><li>Front end development experience specifically React, jQuery, HTML, CSS and JavaScript/TypeScript</li><li>Working knowledge of CI/CD workflow specifically Jenkins, Azure DevOps</li><li>Working knowledge of using Git as software version control</li><li>Has exposure in Docker containers, Kubernetes.</li><li>Experience in planning and implementing code analyser and coverage automation.</li><li>Experience in Microservices software design, development and deployment on public cloud infrastructure (AWS)</li></ul>",https://www.jobstreet.com.my/en/job/development-team-leader-5262908
DevSecOps/CloudOps Engineer,27-Jan-23,"<p>We are seeking highly motivated individuals skilled in DevOps to join us for some exciting projects. You’ll work with a multidisciplinary team of designers, developers and business experts to deliver digital government solutions; enabling governments to unlock their digital assets and connect with their citizens</p><p><strong>What you will be working on:</strong></p><ul><li>Configure and maintain the CICD pipelines incorporating streamlined change and release management process</li><li>Maintain tools for configuration management, build, continuous integration, and deployment, reporting, monitoring etc.</li><li>Implement and operate monitoring and alerting tools</li><li>Implement scripts to automate server, CICD and other relevant tasks</li><li>Participate and implement capacity planning and risk management</li><li>Explore and adopt new and creative DevOps approaches to improve production reliability and availability.</li><li>Implement security practices that comply with standards to protect the organization &amp; infrastructure.</li><li>Working in highly collaborative teams and building quality environments. </li><li>Ability to effectively prioritize and execute tasks in a high-pressure, fast paced, global environment</li></ul><p><strong>What we are looking for:</strong></p><ul><li>3+ years of relevant DevOps experience</li><li>Hands-on experience working on AWS</li><li>Hands-on experience with containerization using Docker and Kubernetes</li><li>Strong scripting skills e.g. Python, Bash, JavaScript</li><li>Hands-on experience with configuration management systems such as Terraform, Puppet, Chef, Ansible</li><li>Hands-on experience with production deployments such as Kubernetes and automating provisioning with IaC best practices.</li><li>Experience in implementing monitoring strategies and dashboards e.g. ELK, Grafana, Prometheus</li><li>Experience with highly scalable distributed systems</li><li>Good understanding of virtualization and networking concepts</li><li>Breadth of knowledge - OS, networking, distributed computing, cloud computing</li><li>Manage the operations of cloud infrastructure and application services</li><li>Strong technical aptitude including excellent troubleshooting and communications skills</li><li>Good understanding and working knowledge of Agile projects</li><li>Knowledge in system architecture is a plus</li></ul>",https://www.jobstreet.com.my/en/job/devsecops-cloudops-engineer-10384543/origin/sg
Cloud Engineer,18-Jan-23,"<p><strong>Our Client</strong></p><p>Our Client is an exciting start up venture that is a registered Initial Exchange Offering (IEO) operator with the Securities Commission Malaysia seeking to operate a multi-asset, digital fundraising platform.</p><p>Built with the vision to be Malaysia’s leading dynamic and facilitative fundraising and investment hub, Our Client democratizes access to the capital markets for issuers. It offers financial products in a regulated, fair and efficient marketplace for investors who are looking to diversify their portfolios with high-growth investments.</p><p>Our client has the right enablers to deliver value for issuers and investors: a best-in-class digital solution and a strong team of experienced capital markets, technology and business professionals, as well as a set of established ecosystem partners.</p><p><strong>About the Job</strong></p><p>The cloud Engineer needs to be detail-oriented, proficient with technologies and virtualized hardware, and who flourishes in a fast-moving and at times, high-pressure environments. We expect the cloud Engineer to work with numerous business stakeholders, software developers and other technical staff. His/her responsibilities include upgrading and improving operating environments, creating repair and remediation strategies, and providing technical support and training for users.</p><p>The cloud Engineer should have good communication and collaboration skills, excellent analytical, problem-solving, and time-management skills, and familiar with cloud and devops solutions. The cloud engineer must be self-directed and comfortable supporting the technology infrastructure needs of multiple stakeholders, processes, products and systems.</p><p>The cloud engineer reports to the CTO.</p><p><strong>Key Responsibilities</strong></p><ul><li>Installing and maintaining AWS cloud operating environments</li><li>Monitoring these operating environments</li><li>Responding effectively and speedily to any problems</li><li>Ensuring operating environments stay safe and secure</li><li>Updating any software and hardware where necessary</li><li>Documenting all reported malfunctions and actions taken in response</li><li>DRP management and testing</li><li>Providing training and support</li><li>Staying updated and be in the forefront of new emerging technological trends and developments in the area of cloud infrastructural solutions and services and devops</li><li>Support DevOps engineering by developing code or scripts for automated testing</li></ul><p><strong>Skills</strong></p><ul><li>AWS Cloud Network configuration and management</li><li>AWS Cloud VM/container management</li><li>AWS IAM and Cognito configuration and management</li><li>Experience with code repositories and version control, ie. Github</li><li>Experience with CI/CD solutions such as GitLab</li></ul><p><strong>Experience</strong></p><ul><li>3 to 5 years’ Experience in cloud infra and DevOps engineering.</li></ul><p><strong>Qualifications</strong></p><ul><li>BSc. or MSc. in Computer Science, or equivalent</li></ul>",https://www.jobstreet.com.my/en/job/cloud-engineer-10359522/origin/sg
DevOps Engineer,11-Jan-23,"<p>DevOps Engineer, CI/CD, IaaC, SaaS.</p><p><strong>Your New Company</strong></p><p>Our client is Malaysia's leading PMS Provider, delivering custom software solutions for businesses of all sizes. Experienced developers creating innovative, user-friendly applications. Comprehensive services from concept to deployment.</p><p><strong>Your New Role</strong></p><p>In this role you will be responsible for -</p><ul><li>Automate deployments of SaaS for both public and private cloud.</li><li>Developing scripts to improve visualisation of monitoring data to decrease troubleshooting and resolution time.</li><li>Develop and test operational continuity scenarios in SaaS test and staging environments that impact and improve customer experience.</li><li>Creating CI/CD Pipelines and ensuring pipelines have no errors/issues. Troubleshooting CI/CD Pipelines as well and continuously improving it.</li></ul><p><strong>What you'll need to succeed</strong></p><ul><li>A Bachelor's degree in Computer Science, Information Tech &amp; Computer Engineering.</li><li>Ability to react quickly and adapt to changes in priorities, circumstances and direction.</li><li>Strong background in Windows.</li><li>Strong experience with Automation/Configuration management using Ansible, Puppet, Chef, or equivalent.</li><li>Strong experience with Infrastructure as a Code (IaaC) tools such as Cloud Formation, Terraform or equivalent.</li><li>Strong experience in deploying codes to AWS, MS Azure, Google Cloud.</li><li>Good scripting experience with Python, Perl, and/or Ruby or equivalent.</li><li>Able to work on weekends / night shifts.</li></ul><p><strong>What you'll get in return</strong></p><ul><li>An open and dynamic corporate culture.</li><li>Collaborative environment where everyone's decision plays a part.</li><li>Great interaction with colleagues from other IT departments to resolve cross functional and operational issues.</li><li>Attractive total remuneration packages.</li><li>Amazing steppingstone to improve your DevOps career!</li></ul><p><strong>What you'll need to do</strong></p><p>If you are an individual who craves a variety of challenging tasks with global reach and global exposure, then you are most welcome to apply and join! What are you waiting for? Hit 'Join Now!' to schedule a follow up session and kindly forward me your most up-to-date C.V ; or call me at (+603 7611 8600).</p>",https://www.jobstreet.com.my/en/job/devops-engineer-5243432
